,name,display_name,description
3042,olatipes_homolog_chrom_start,Japanese medaka HdrR chromosome/scaffold start (bp),
3043,gaculeatus_homolog_orthology_type,Stickleback homology type,
3044,gaculeatus_homolog_orthology_confidence,"Stickleback orthology confidence [0 low, 1 high]",
3045,fdamarensis_homolog_wga_coverage,Damara mole rat Whole-genome alignment coverage,
3046,preticulata_homolog_perc_id_r1,%id. query gene identical to target Guppy gene,
3047,saurata_homolog_subtype,Last common ancestor with Gilthead seabream,
3048,smerianae_homolog_goc_score,Argentine black and white tegu Gene-order conservation score,
3049,olhsok_homolog_chromosome,Japanese medaka HSOK chromosome/scaffold name,
3050,acchrysaetos_homolog_chrom_end,Golden eagle chromosome/scaffold end (bp),
3051,preticulata_homolog_orthology_confidence,"Guppy orthology confidence [0 low, 1 high]",
3052,preticulata_homolog_associated_gene_name,Guppy gene name,
3053,ttruncatus_homolog_associated_gene_name,Dolphin gene name,
3054,marmatus_homolog_perc_id_r1,%id. query gene identical to target Zig-zag eel gene,
3055,cgcrigri_homolog_chrom_start,Chinese hamster CriGri chromosome/scaffold start (bp),
3056,etelfairi_homolog_ensembl_gene,Lesser hedgehog tenrec gene stable ID,
3057,csyrichta_homolog_orthology_type,Tarsier homology type,
3058,cintestinalis_homolog_ensembl_peptide,C.intestinalis protein or transcript stable ID,
3059,applatyrhynchos_homolog_ds,dS with Duck,
3060,lafricana_homolog_subtype,Last common ancestor with Elephant,
3061,pnattereri_homolog_perc_id_r1,%id. query gene identical to target Red-bellied piranha gene,
3062,mfascicularis_homolog_orthology_confidence,"Crab-eating macaque orthology confidence [0 low, 1 high]",
3063,name_1006,GO term name,
3064,trubripes_homolog_associated_gene_name,Fugu gene name,
3065,ocuniculus_homolog_subtype,Last common ancestor with Rabbit,
3066,cpbellii_homolog_ensembl_peptide,Painted turtle protein or transcript stable ID,
3067,loculatus_homolog_subtype,Last common ancestor with Spotted gar,
3068,falbicollis_homolog_orthology_confidence,"Flycatcher orthology confidence [0 low, 1 high]",
3069,ampachon_homolog_chrom_start,Pachon cavefish chromosome/scaffold start (bp),
3070,platipinna_homolog_perc_id_r1,%id. query gene identical to target Sailfin molly gene,
3071,lcanadensis_homolog_perc_id_r1,%id. query gene identical to target Canada lynx gene,
3072,lchalumnae_homolog_ensembl_peptide,Coelacanth protein or transcript stable ID,
3073,superfamily_start,Superfamily start,
3074,strutta_homolog_associated_gene_name,River trout gene name,
3075,eburgeri_homolog_associated_gene_name,Hagfish gene name,
3076,pfscan_start,PROSITE profiles start,
3077,olatipes_homolog_orthology_confidence,"Japanese medaka HdrR orthology confidence [0 low, 1 high]",
3078,snp_som_description,,
3079,mgallopavo_homolog_perc_id,%id. target Turkey gene identical to query gene,
3080,pmarinus_homolog_subtype,Last common ancestor with Lamprey,
3081,pnattereri_homolog_chrom_start,Red-bellied piranha chromosome/scaffold start (bp),
3082,bmutus_homolog_dn,dN with Wild yak,
3083,bihybrid_homolog_dn,dN with Hybrid - Bos Indicus,
3084,fdamarensis_homolog_ensembl_peptide,Damara mole rat protein or transcript stable ID,
3085,pcoquereli_homolog_chrom_end,Coquerel's sifaka chromosome/scaffold end (bp),
3086,sdumerili_homolog_perc_id_r1,%id. query gene identical to target Greater amberjack gene,
3087,mpahari_homolog_orthology_confidence,"Shrew mouse orthology confidence [0 low, 1 high]",
3088,tnigroviridis_homolog_orthology_confidence,"Tetraodon orthology confidence [0 low, 1 high]",
3089,pvitticeps_homolog_ensembl_gene,Central bearded dragon gene stable ID,
3090,acarolinensis_homolog_chrom_end,Anole lizard chromosome/scaffold end (bp),
3091,pranga_homolog_chromosome,Indian glassy fish chromosome/scaffold name,
3092,ptroglodytes_homolog_associated_gene_name,Chimpanzee gene name,
3093,agilent_cgh_44b,AGILENT CGH 44b probe,
3094,refseq_mrna,RefSeq mRNA ID,
3095,sequence_transcript_stable_id,,
3096,pvitticeps_homolog_orthology_confidence,"Central bearded dragon orthology confidence [0 low, 1 high]",
3097,cintestinalis_homolog_canonical_transcript_protein,Query protein or transcript ID,
3098,acchrysaetos_homolog_chrom_start,Golden eagle chromosome/scaffold start (bp),
3099,ppardus_homolog_perc_id,%id. target Leopard gene identical to query gene,
3100,dnovemcinctus_homolog_dn,dN with Armadillo,
3101,signalp_end,Cleavage site (Signalp) end,
3102,jjaculus_homolog_wga_coverage,Lesser Egyptian jerboa Whole-genome alignment coverage,
3103,psinensis_homolog_ensembl_peptide,Chinese softshell turtle protein or transcript stable ID,
3104,cjacchus_homolog_perc_id,%id. target Marmoset gene identical to query gene,
3105,cporosus_homolog_perc_id,%id. target Australian saltwater crocodile gene identical to query gene,
3106,mpfuro_homolog_canonical_transcript_protein,Query protein or transcript ID,
3107,cintestinalis_homolog_orthology_confidence,"C.intestinalis orthology confidence [0 low, 1 high]",
3108,dbass5_id,DataBase of Aberrant 5' Splice Sites ID,
3109,anancymaae_homolog_perc_id,%id. target Ma's night monkey gene identical to query gene,
3110,fdamarensis_homolog_ensembl_gene,Damara mole rat gene stable ID,
3111,tgelada_homolog_ds,dS with Gelada,
3112,ppardus_homolog_dn,dN with Leopard,
3113,mgallopavo_homolog_canonical_transcript_protein,Query protein or transcript ID,
3114,scerevisiae_homolog_canonical_transcript_protein,Query protein or transcript ID,
3115,rferrumequinum_homolog_wga_coverage,Greater horseshoe bat Whole-genome alignment coverage,
3116,spunctatus_homolog_chrom_end,Tuatara chromosome/scaffold end (bp),
3117,homologs_ensembl_CDS_length,,
3118,pcapensis_homolog_goc_score,Hyrax Gene-order conservation score,
3119,acitrinellus_homolog_ds,dS with Midas cichlid,
3120,sequence_cdna_length,,
3121,mmurinus_homolog_wga_coverage,Mouse Lemur Whole-genome alignment coverage,
3122,celegans_homolog_dn,dN with Caenorhabditis elegans,
3123,eeuropaeus_homolog_chromosome,Hedgehog chromosome/scaffold name,
3124,neugenii_homolog_ensembl_peptide,Wallaby protein or transcript stable ID,
3125,sscrofa_homolog_orthology_confidence,"Pig orthology confidence [0 low, 1 high]",
3126,mleucophaeus_homolog_ensembl_peptide,Drill protein or transcript stable ID,
3127,cabingdonii_homolog_chromosome,Abingdon island giant tortoise chromosome/scaffold name,
3128,pmbairdii_homolog_perc_id,%id. target Northern American deer mouse gene identical to query gene,
3129,saraneus_homolog_ensembl_peptide,Shrew protein or transcript stable ID,
3130,pmexicana_homolog_ensembl_peptide,Shortfin molly protein or transcript stable ID,
3131,spunctatus_homolog_ensembl_gene,Tuatara gene stable ID,
3132,mundulatus_homolog_orthology_type,Budgerigar homology type,
3133,ggorilla_homolog_chrom_start,Gorilla chromosome/scaffold start (bp),
3134,cfamiliaris_homolog_perc_id,%id. target Dog gene identical to query gene,
3135,tnigroviridis_homolog_subtype,Last common ancestor with Tetraodon,
3136,smerianae_homolog_perc_id_r1,%id. query gene identical to target Argentine black and white tegu gene,
3137,pmexicana_homolog_dn,dN with Shortfin molly,
3138,ecaballus_homolog_perc_id,%id. target Horse gene identical to query gene,
3139,amelanoleuca_homolog_orthology_confidence,"Panda orthology confidence [0 low, 1 high]",
3140,sdumerili_homolog_ensembl_gene,Greater amberjack gene stable ID,
3141,saurata_homolog_chromosome,Gilthead seabream chromosome/scaffold name,
3142,loculatus_homolog_ds,dS with Spotted gar,
3143,dordii_homolog_perc_id_r1,%id. query gene identical to target Kangaroo rat gene,
3144,spunctatus_homolog_ds,dS with Tuatara,
3145,omelastigma_homolog_ensembl_gene,Indian medaka gene stable ID,
3146,oanatinus_homolog_goc_score,Platypus Gene-order conservation score,
3147,marmatus_homolog_chrom_end,Zig-zag eel chromosome/scaffold end (bp),
3148,scerevisiae_homolog_orthology_confidence,"Saccharomyces cerevisiae orthology confidence [0 low, 1 high]",
3149,cgpicr_homolog_canonical_transcript_protein,Query protein or transcript ID,
3150,pnattereri_homolog_subtype,Last common ancestor with Red-bellied piranha,
3151,ssalar_homolog_ds,dS with Atlantic salmon,
3152,pnattereri_homolog_wga_coverage,Red-bellied piranha Whole-genome alignment coverage,
3153,dnovemcinctus_homolog_ds,dS with Armadillo,
3154,acchrysaetos_homolog_subtype,Last common ancestor with Golden eagle,
3155,pcapensis_homolog_subtype,Last common ancestor with Hyrax,
3156,saraneus_homolog_canonical_transcript_protein,Query protein or transcript ID,
3157,sequence_phase,start phase,
3158,capalliatus_homolog_orthology_confidence,"Angola colobus orthology confidence [0 low, 1 high]",
3159,lchalumnae_homolog_perc_id_r1,%id. query gene identical to target Coelacanth gene,
3160,scanaria_homolog_dn,dN with Common canary,
3161,olhsok_homolog_dn,dN with Japanese medaka HSOK,
3162,mspicilegus_homolog_subtype,Last common ancestor with Steppe mouse,
3163,wikigene_description,WikiGene description,
3164,ens_hs_translation,Ensembl Human Translation ID,
3165,capalliatus_homolog_chromosome,Angola colobus chromosome/scaffold name,
3166,charengus_homolog_orthology_confidence,"Atlantic herring orthology confidence [0 low, 1 high]",
3167,sdumerili_homolog_chromosome,Greater amberjack chromosome/scaffold name,
3168,ggorilla_homolog_chrom_end,Gorilla chromosome/scaffold end (bp),
3169,catys_homolog_associated_gene_name,Sooty mangabey gene name,
3170,oaries_homolog_perc_id,%id. target Sheep gene identical to query gene,
3171,psimus_homolog_chrom_start,Greater bamboo lemur chromosome/scaffold start (bp),
3172,pmbairdii_homolog_orthology_type,Northern American deer mouse homology type,
3173,ecaballus_homolog_subtype,Last common ancestor with Horse,
3174,saraneus_homolog_perc_id,%id. target Shrew gene identical to query gene,
3175,ecalabaricus_homolog_ensembl_gene,Reedfish gene stable ID,
3176,hamap,HAMAP ID,
3177,lcalcarifer_homolog_chromosome,Barramundi perch chromosome/scaffold name,
3178,smaximus_homolog_ensembl_gene,Turbot gene stable ID,
3179,pvampyrus_homolog_ensembl_peptide,Megabat protein or transcript stable ID,
3180,sbboliviensis_homolog_perc_id_r1,%id. query gene identical to target Bolivian squirrel monkey gene,
3181,dnovaehollandiae_homolog_orthology_confidence,"Emu orthology confidence [0 low, 1 high]",
3182,mmurinus_homolog_canonical_transcript_protein,Query protein or transcript ID,
3183,ccapucinus_homolog_orthology_confidence,"Capuchin orthology confidence [0 low, 1 high]",
3184,ttruncatus_homolog_perc_id_r1,%id. query gene identical to target Dolphin gene,
3185,sharrisii_homolog_ensembl_peptide,Tasmanian devil protein or transcript stable ID,
3186,lcoronata_homolog_ds,dS with Blue-crowned manakin,
3187,smart,SMART ID,
3188,btaurus_homolog_ensembl_peptide,Cow protein or transcript stable ID,
3189,codon_table_id,codon_table_id,
3190,mauratus_homolog_ds,dS with Golden Hamster,
3191,oniloticus_homolog_ensembl_peptide,Nile tilapia protein or transcript stable ID,
3192,lsdomestica_homolog_perc_id_r1,%id. query gene identical to target Bengalese finch gene,
3193,cmilii_homolog_chrom_end,Elephant shark chromosome/scaffold end (bp),
3194,bgrunniens_homolog_associated_gene_name,Domestic yak gene name,
3195,snp_som_chromosome_name,,
3196,eeuropaeus_homolog_subtype,Last common ancestor with Hedgehog,
3197,mmulatta_homolog_subtype,Last common ancestor with Macaque,
3198,etelfairi_homolog_chromosome,Lesser hedgehog tenrec chromosome/scaffold name,
3199,xtropicalis_homolog_orthology_type,Tropical clawed frog homology type,
3200,cporcellus_homolog_chromosome,Guinea Pig chromosome/scaffold name,
3201,hburtoni_homolog_goc_score,Burton's mouthbrooder Gene-order conservation score,
3202,sorbicularis_homolog_chrom_start,Orbiculate cardinalfish chromosome/scaffold start (bp),
3203,structure_chrom_name,,
3204,cjaponica_homolog_ds,dS with Japanese quail,
3205,minor_allele_count,Minor allele count,
3206,eburgeri_homolog_chrom_end,Hagfish chromosome/scaffold end (bp),
3207,scerevisiae_homolog_associated_gene_name,Saccharomyces cerevisiae gene name,
3208,btaurus_homolog_subtype,Last common ancestor with Cow,
3209,btaurus_homolog_ds,dS with Cow,
3210,sdumerili_homolog_chrom_end,Greater amberjack chromosome/scaffold end (bp),
3211,snp_som_end_position,,
3212,gwilldenowi_homolog_perc_id_r1,%id. query gene identical to target Blunt-snouted clingfish gene,
3213,psimus_homolog_chrom_end,Greater bamboo lemur chromosome/scaffold end (bp),
3214,cdromedarius_homolog_associated_gene_name,Arabian camel gene name,
3215,ngalili_homolog_perc_id_r1,%id. query gene identical to target Upper Galilee mountains blind mole rat gene,
3216,choffmanni_homolog_dn,dN with Sloth,
3217,loculatus_homolog_goc_score,Spotted gar Gene-order conservation score,
3218,pnattereri_homolog_goc_score,Red-bellied piranha Gene-order conservation score,
3219,enaucrates_homolog_ensembl_gene,Live sharksucker gene stable ID,
3220,csyrichta_homolog_perc_id,%id. target Tarsier gene identical to query gene,
3221,tigrfam_end,TIGRFAM end,
3222,oaries_homolog_chromosome,Sheep chromosome/scaffold name,
3223,pranga_homolog_associated_gene_name,Indian glassy fish gene name,
3224,tgelada_homolog_dn,dN with Gelada,
3225,mmmarmota_homolog_ds,dS with Alpine marmot,
3226,mochrogaster_homolog_ensembl_peptide,Prairie vole protein or transcript stable ID,
3227,malbus_homolog_ensembl_peptide,Swamp eel protein or transcript stable ID,
3228,chircus_homolog_orthology_type,Goat homology type,
3229,spunctatus_homolog_goc_score,Tuatara Gene-order conservation score,
3230,panubis_homolog_perc_id_r1,%id. query gene identical to target Olive baboon gene,
3231,lcanadensis_homolog_ds,dS with Canada lynx,
3232,gagassizii_homolog_chrom_start,Agassiz's desert tortoise chromosome/scaffold start (bp),
3233,panubis_homolog_wga_coverage,Olive baboon Whole-genome alignment coverage,
3234,oaureus_homolog_dn,dN with Blue tilapia,
3235,ocuniculus_homolog_wga_coverage,Rabbit Whole-genome alignment coverage,
3236,lcalcarifer_homolog_dn,dN with Barramundi perch,
3237,acarolinensis_homolog_canonical_transcript_protein,Query protein or transcript ID,
3238,clanigera_homolog_ensembl_gene,Long-tailed chinchilla gene stable ID,
3239,scanprosite_end,PROSITE patterns end,
3240,pvampyrus_homolog_dn,dN with Megabat,
3241,loculatus_homolog_canonical_transcript_protein,Query protein or transcript ID,
3242,trubripes_homolog_canonical_transcript_protein,Query protein or transcript ID,
3243,xmaculatus_homolog_subtype,Last common ancestor with Platyfish,
3244,trubripes_homolog_dn,dN with Fugu,
3245,anancymaae_homolog_associated_gene_name,Ma's night monkey gene name,
3246,ampachon_homolog_ensembl_gene,Pachon cavefish gene stable ID,
3247,signalp,Cleavage site (Signalp),
3248,bgrunniens_homolog_perc_id,%id. target Domestic yak gene identical to query gene,
3249,ptroglodytes_homolog_goc_score,Chimpanzee Gene-order conservation score,
3250,ucsc,UCSC Stable ID,
3251,catys_homolog_goc_score,Sooty mangabey Gene-order conservation score,
3252,omelastigma_homolog_perc_id,%id. target Indian medaka gene identical to query gene,
3253,mpfuro_homolog_chrom_start,Ferret chromosome/scaffold start (bp),
3254,elucius_homolog_canonical_transcript_protein,Query protein or transcript ID,
3255,mgallopavo_homolog_orthology_type,Turkey homology type,
3256,sharrisii_homolog_chrom_start,Tasmanian devil chromosome/scaffold start (bp),
3257,entrezgene_id,NCBI gene ID,
3258,bgrunniens_homolog_subtype,Last common ancestor with Domestic yak,
3259,nvison_homolog_goc_score,American mink Gene-order conservation score,
3260,ppardus_homolog_goc_score,Leopard Gene-order conservation score,
3261,eelectricus_homolog_chrom_end,Electric eel chromosome/scaffold end (bp),
3262,ppardus_homolog_ensembl_gene,Leopard gene stable ID,
3263,ccanadensis_homolog_perc_id,%id. target American beaver gene identical to query gene,
3264,pcinereus_homolog_associated_gene_name,Koala gene name,
3265,gwilldenowi_homolog_goc_score,Blunt-snouted clingfish Gene-order conservation score,
3266,ampachon_homolog_orthology_confidence,"Pachon cavefish orthology confidence [0 low, 1 high]",
3267,nvison_homolog_orthology_confidence,"American mink orthology confidence [0 low, 1 high]",
3268,ogarnettii_homolog_perc_id_r1,%id. query gene identical to target Bushbaby gene,
3269,mnemestrina_homolog_orthology_confidence,"Pig-tailed macaque orthology confidence [0 low, 1 high]",
3270,olhni_homolog_orthology_confidence,"Japanese medaka HNI orthology confidence [0 low, 1 high]",
